x_pv_1,x_pv_2,epsilon,pm_theo,pm_empirical,sw_theo,sw_empirical,krr_theo,krr_empirical,exp_theo,exp_empirical,laplace_theo,laplace_empirical,gaussian_theo,gaussian_empirical
0.34,0.86,4,0.939116,0.943,0.889614,0.883,0.708893,0.696,0.793991,0.771,0.461926,0.487,0.109409,0.156
0.34,0.86,5,0.963068,0.961,0.910642,0.912,0.818837,0.811,0.833769,0.813,0.551138,0.567,0.148662,0.196
0.34,0.86,6,0.977598,0.979,0.925211,0.922,0.910609,0.899,0.866441,0.842,0.624675,0.628,0.186914,0.226
0.34,0.86,7,0.986412,0.984,0.935791,0.935,0.962394,0.962,0.893006,0.865,0.685536,0.672,0.223237,0.258
0.34,0.86,8,0.991758,0.991,0.943783,0.944,0.985394,0.983,0.914455,0.887,0.736078,0.733,0.257267,0.286
0.32,0.68,1,0.781912,0.778,0.772723,0.784,0.649464,0.631,0.717435,0.690,0.105441,0.165,0.012269,0.046
0.32,0.68,2,0.867660,0.871,0.844494,0.846,0.664712,0.641,0.780899,0.763,0.288171,0.338,0.043137,0.097
0.32,0.68,3,0.919709,0.919,0.886046,0.882,0.700164,0.696,0.833140,0.816,0.459698,0.481,0.085630,0.142
0.32,0.68,4,0.951292,0.953,0.911692,0.903,0.767106,0.745,0.874710,0.862,0.598611,0.611,0.134760,0.193
0.32,0.68,5,0.970454,0.968,0.928513,0.924,0.855066,0.847,0.906927,0.899,0.704892,0.709,0.187011,0.243
0.32,0.68,6,0.982078,0.983,0.940169,0.938,0.928487,0.926,0.931403,0.931,0.784168,0.790,0.239972,0.281
0.32,0.68,7,0.989130,0.991,0.948633,0.951,0.969915,0.964,0.949727,0.938,0.842584,0.835,0.292048,0.329
0.32,0.68,8,0.993407,0.994,0.955026,0.950,0.988315,0.986,0.963302,0.965,0.885367,0.867,0.342236,0.364
0.36,0.13,1,0.576313,0.755,0.560983,0.742,0.373926,0.591,0.475472,0.668,0.065026,0.150,0.006984,0.042
0.36,0.13,2,0.729203,0.843,0.686145,0.826,0.395092,0.604,0.580110,0.728,0.190413,0.293,0.024782,0.087
0.36,0.13,3,0.830670,0.906,0.764300,0.878,0.446474,0.661,0.671653,0.774,0.321515,0.403,0.049836,0.130
0.36,0.13,4,0.895426,0.942,0.814615,0.901,0.551709,0.735,0.746707,0.821,0.438869,0.502,0.079635,0.161
0.36,0.13,5,0.935885,0.969,0.848481,0.924,0.706148,0.832,0.805596,0.850,0.537610,0.564,0.112358,0.218
0.36,0.13,6,0.960859,0.980,0.872345,0.942,0.848936,0.915,0.850590,0.874,0.618479,0.629,0.146669,0.245
0.36,0.13,7,0.976167,0.987,0.889881,0.940,0.935016,0.966,0.884499,0.909,0.684012,0.702,0.181585,0.286
0.36,0.13,8,0.985510,0.994,0.903241,0.945,0.974515,0.988,0.909937,0.925,0.737002,0.745,0.216392,0.314
0.34,0.80,1,0.812202,0.812,0.804289,0.801,0.698136,0.668,0.759811,0.734,0.107421,0.171,0.013177,0.050
0.34,0.80,2,0.886041,0.880,0.866092,0.866,0.711267,0.688,0.816183,0.792,0.282877,0.329,0.045912,0.099
0.34,0.80,3,0.930860,0.916,0.901873,0.886,0.741798,0.729,0.861889,0.836,0.441459,0.466,0.090015,0.149
0.34,0.80,4,0.958057,0.952,0.923957,0.921,0.799446,0.801,0.897761,0.880,0.568561,0.567,0.139661,0.199
0.34,0.80,5,0.974558,0.971,0.938442,0.933,0.875194,0.868,0.925199,0.906,0.666988,0.674,0.190949,0.247
0.34,0.80,6,0.984568,0.982,0.948478,0.944,0.938419,0.932,0.945770,0.945,0.742523,0.741,0.241443,0.282
0.34,0.80,7,0.990639,0.991,0.955767,0.956,0.974093,0.967,0.960957,0.954,0.800428,0.806,0.289756,0.331
0.34,0.80,8,0.994322,0.995,0.961273,0.963,0.989938,0.992,0.972039,0.961,0.844882,0.840,0.335203,0.374
0.46,0.01,1,0.676399,0.696,0.682997,0.709,0.552519,0.592,0.609574,0.643,0.075527,0.130,0.010159,0.042
0.46,0.01,2,0.817102,0.843,0.786484,0.831,0.570314,0.603,0.666369,0.674,0.183409,0.231,0.034931,0.086
0.46,0.01,3,0.887413,0.911,0.841699,0.868,0.612289,0.654,0.715083,0.691,0.268524,0.303,0.067228,0.124
0.46,0.01,4,0.931105,0.945,0.876446,0.904,0.693804,0.730,0.756360,0.720,0.329756,0.347,0.102040,0.155
0.46,0.01,5,0.957989,0.960,0.899515,0.922,0.805358,0.839,0.791422,0.772,0.374083,0.390,0.136211,0.194
0.46,0.01,6,0.974437,0.981,0.915628,0.929,0.902290,0.929,0.821421,0.791,0.407346,0.396,0.168002,0.216
0.46,0.01,7,0.984465,0.987,0.927396,0.943,0.958500,0.964,0.847235,0.826,0.433354,0.426,0.196649,0.227
0.46,0.01,8,0.990566,0.994,0.936321,0.951,0.983814,0.987,0.869497,0.827,0.454451,0.437,0.221992,0.260
0.75,0.57,1,0.703537,0.695,0.712114,0.687,0.785746,0.770,0.756308,0.722,0.109840,0.173,0.014840,0.058
0.75,0.57,2,0.678455,0.646,0.709694,0.680,0.795067,0.801,0.734155,0.701,0.264389,0.307,0.051243,0.114
0.75,0.57,3,0.698885,0.666,0.782268,0.714,0.816740,0.808,0.717038,0.684,0.382017,0.399,0.099163,0.170
0.75,0.57,4,0.770075,0.683,0.946034,0.854,0.857659,0.856,0.705275,0.662,0.461970,0.449,0.151380,0.214
0.75,0.57,5,0.910212,0.797,0.956314,0.956,0.911423,0.909,0.698460,0.634,0.515917,0.484,0.203142,0.263
0.75,0.57,6,0.989048,0.956,0.963436,0.962,0.956296,0.955,0.695847,0.635,0.553624,0.538,0.251632,0.299
0.75,0.57,7,0.993357,0.994,0.968609,0.969,0.981614,0.980,0.696606,0.621,0.581446,0.556,0.295420,0.337
0.75,0.57,8,0.995971,0.998,0.972516,0.967,0.992859,0.992,0.699973,0.614,0.603218,0.561,0.334002,0.370
0.22,0.64,1,0.586220,0.707,0.571103,0.699,0.388922,0.526,0.488124,0.636,0.069301,0.150,0.007212,0.040
0.22,0.64,2,0.736322,0.818,0.694158,0.817,0.410037,0.564,0.590659,0.712,0.207804,0.295,0.025685,0.079
0.22,0.64,3,0.835396,0.902,0.770633,0.850,0.461088,0.594,0.681482,0.791,0.356467,0.433,0.051914,0.117
0.22,0.64,4,0.898443,0.943,0.819744,0.883,0.564883,0.702,0.757281,0.825,0.491086,0.565,0.083465,0.159
0.22,0.64,5,0.937770,0.963,0.852750,0.907,0.715823,0.796,0.817784,0.878,0.603961,0.677,0.118569,0.206
0.22,0.64,6,0.962023,0.982,0.875986,0.921,0.854312,0.907,0.864556,0.909,0.694759,0.741,0.155905,0.247
0.22,0.64,7,0.976880,0.984,0.893049,0.937,0.937420,0.956,0.899921,0.941,0.766044,0.787,0.194474,0.294
0.22,0.64,8,0.985946,0.991,0.906042,0.937,0.975473,0.984,0.926268,0.954,0.821193,0.838,0.233512,0.333
0.30,0.76,1,0.787970,0.783,0.779036,0.767,0.659198,0.644,0.730228,0.712,0.103835,0.160,0.012434,0.047
0.30,0.76,2,0.871336,0.859,0.848814,0.831,0.674023,0.644,0.795100,0.776,0.278509,0.319,0.043480,0.095
0.30,0.76,3,0.921939,0.913,0.889212,0.887,0.708491,0.692,0.847384,0.826,0.440084,0.467,0.085679,0.138
0.30,0.76,4,0.952645,0.952,0.914145,0.920,0.773574,0.755,0.887995,0.866,0.571317,0.589,0.133709,0.186
0.30,0.76,5,0.971275,0.959,0.930499,0.926,0.859092,0.841,0.918669,0.897,0.673431,0.685,0.183938,0.231
0.30,0.76,6,0.982576,0.983,0.941830,0.932,0.930473,0.923,0.941369,0.932,0.751658,0.743,0.234013,0.287
0.30,0.76,7,0.989432,0.991,0.950060,0.942,0.970751,0.964,0.957928,0.952,0.811237,0.812,0.282508,0.310
0.30,0.76,8,0.993590,0.994,0.956276,0.946,0.988640,0.989,0.969889,0.966,0.856511,0.853,0.328641,0.357
0.46,0.47,1,0.748517,0.726,0.758989,0.734,0.629995,0.597,0.663838,0.640,0.102749,0.157,0.011972,0.045
0.46,0.47,2,0.861779,0.848,0.837583,0.832,0.646089,0.630,0.702809,0.689,0.279592,0.321,0.042167,0.091
0.46,0.47,3,0.916140,0.917,0.880982,0.878,0.683511,0.688,0.739789,0.714,0.443311,0.450,0.083894,0.132
0.46,0.47,4,0.949128,0.947,0.907767,0.908,0.754169,0.752,0.774129,0.751,0.573737,0.584,0.132329,0.183
0.46,0.47,5,0.969141,0.966,0.925336,0.918,0.847015,0.849,0.805395,0.777,0.672165,0.651,0.184001,0.230
0.46,0.47,6,0.981282,0.980,0.937509,0.938,0.924514,0.916,0.833379,0.804,0.745172,0.737,0.236448,0.269
0.46,0.47,7,0.988646,0.987,0.946350,0.945,0.968244,0.970,0.858061,0.835,0.799350,0.794,0.287971,0.320
0.46,0.47,8,0.993114,0.993,0.953027,0.947,0.987666,0.986,0.879572,0.863,0.839951,0.809,0.337444,0.350
0.28,0.78,1,0.827953,0.828,0.820703,0.797,0.717605,0.698,0.785311,0.783,0.110622,0.175,0.013670,0.050
0.28,0.78,2,0.895599,0.883,0.877323,0.869,0.729889,0.713,0.843983,0.831,0.289459,0.350,0.047612,0.101
0.28,0.78,3,0.936659,0.934,0.910103,0.913,0.758452,0.746,0.889058,0.890,0.449324,0.479,0.093292,0.150
0.28,0.78,4,0.961575,0.954,0.930334,0.929,0.812382,0.802,0.922302,0.922,0.576171,0.588,0.144628,0.206
0.28,0.78,5,0.976692,0.972,0.943605,0.944,0.883245,0.875,0.946089,0.932,0.673598,0.688,0.197538,0.252
0.28,0.78,6,0.985862,0.989,0.952800,0.948,0.942391,0.934,0.962751,0.962,0.747932,0.746,0.249469,0.307
0.28,0.78,7,0.991424,0.989,0.959477,0.959,0.975765,0.972,0.974263,0.970,0.804728,0.798,0.298967,0.352
0.28,0.78,8,0.994799,0.995,0.964521,0.966,0.990587,0.991,0.982156,0.980,0.848281,0.843,0.345317,0.387
0.44,0.87,1,0.870960,0.857,0.865534,0.847,0.795480,0.780,0.833784,0.816,0.114820,0.185,0.015023,0.056
0.44,0.87,2,0.918461,0.915,0.909288,0.906,0.804378,0.770,0.869570,0.843,0.287299,0.345,0.051840,0.115
0.44,0.87,3,0.953163,0.944,0.933527,0.922,0.825066,0.821,0.899320,0.879,0.432485,0.462,0.100286,0.171
0.44,0.87,4,0.971587,0.964,0.948487,0.947,0.864127,0.855,0.923428,0.904,0.543751,0.555,0.153209,0.220
0.44,0.87,5,0.982765,0.982,0.958299,0.953,0.915448,0.905,0.942535,0.937,0.628300,0.634,0.206068,0.265
0.44,0.87,6,0.989546,0.987,0.965098,0.957,0.958282,0.956,0.957385,0.939,0.693395,0.680,0.256306,0.308
0.44,0.87,7,0.993659,0.993,0.970036,0.959,0.982450,0.982,0.968729,0.953,0.744367,0.744,0.302717,0.350
0.44,0.87,8,0.996154,0.997,0.973765,0.969,0.993184,0.994,0.977263,0.969,0.784923,0.792,0.344940,0.382
0.45,0.74,1,0.623896,0.602,0.629116,0.612,0.552120,0.545,0.580285,0.580,0.085304,0.131,0.010369,0.040
0.45,0.74,2,0.736582,0.712,0.777996,0.745,0.571600,0.564,0.615068,0.597,0.226343,0.263,0.036212,0.077
0.45,0.74,3,0.897852,0.849,0.855026,0.843,0.616896,0.604,0.648404,0.608,0.355401,0.376,0.071215,0.118
0.45,0.74,4,0.938033,0.931,0.887652,0.877,0.702425,0.702,0.679962,0.652,0.460406,0.455,0.110853,0.155
0.45,0.74,5,0.962411,0.959,0.909053,0.914,0.814811,0.815,0.709518,0.687,0.543585,0.539,0.152030,0.190
0.45,0.74,6,0.977200,0.980,0.923881,0.926,0.908623,0.909,0.736946,0.715,0.609650,0.595,0.192742,0.224
0.45,0.74,7,0.986170,0.987,0.934650,0.931,0.961558,0.955,0.762208,0.715,0.662796,0.655,0.231783,0.266
0.45,0.74,8,0.991612,0.992,0.942783,0.940,0.985069,0.985,0.785332,0.744,0.706215,0.680,0.268505,0.288
0.36,0.55,1,0.767373,0.755,0.757571,0.738,0.620261,0.601,0.680161,0.685,0.104218,0.162,0.011832,0.045
0.36,0.55,2,0.858838,0.862,0.834127,0.825,0.636778,0.620,0.739456,0.725,0.289306,0.340,0.041795,0.088
0.36,0.55,3,0.914356,0.910,0.878449,0.870,0.675184,0.666,0.790717,0.780,0.465095,0.490,0.083493,0.134
0.36,0.55,4,0.948045,0.942,0.905804,0.903,0.747701,0.734,0.833820,0.819,0.607190,0.605,0.132348,0.183
0.36,0.55,5,0.968485,0.961,0.923748,0.929,0.842990,0.825,0.869252,0.856,0.714632,0.728,0.185045,0.238
0.36,0.55,6,0.980884,0.981,0.936180,0.937,0.922528,0.915,0.897859,0.884,0.793382,0.773,0.239192,0.270
0.36,0.55,7,0.988405,0.989,0.945208,0.941,0.967408,0.966,0.920638,0.906,0.850285,0.838,0.293094,0.321
0.36,0.55,8,0.992967,0.991,0.952028,0.948,0.987341,0.987,0.938586,0.921,0.891189,0.894,0.345574,0.363
0.29,0.86,1,0.869751,0.864,0.864274,0.861,0.785746,0.772,0.841414,0.838,0.114182,0.193,0.014984,0.056
0.29,0.86,2,0.922066,0.924,0.908424,0.913,0.795067,0.789,0.887746,0.893,0.285378,0.343,0.051685,0.115
0.29,0.86,3,0.952717,0.950,0.932894,0.930,0.816740,0.805,0.922157,0.922,0.429653,0.472,0.099938,0.169
0.29,0.86,4,0.971317,0.970,0.947996,0.946,0.857659,0.843,0.946730,0.954,0.540721,0.571,0.152579,0.223
0.29,0.86,5,0.982601,0.982,0.957902,0.960,0.911423,0.912,0.963783,0.967,0.625739,0.646,0.205064,0.266
0.29,0.86,6,0.989446,0.989,0.964766,0.967,0.956296,0.950,0.975393,0.977,0.691789,0.697,0.254837,0.318
0.29,0.86,7,0.993599,0.990,0.969750,0.961,0.981614,0.979,0.983207,0.984,0.744000,0.757,0.300702,0.352
0.29,0.86,8,0.996117,0.996,0.973515,0.971,0.992859,0.989,0.988443,0.991,0.785897,0.791,0.342310,0.390
0.42,0.43,1,0.875205,0.864,0.869946,0.848,0.795480,0.778,0.834364,0.825,0.128852,0.200,0.015221,0.057
0.42,0.43,2,0.924272,0.909,0.911016,0.897,0.804378,0.781,0.870691,0.865,0.345162,0.386,0.053583,0.115
0.42,0.43,3,0.954056,0.955,0.934793,0.930,0.825066,0.812,0.900907,0.889,0.538109,0.547,0.106532,0.176
0.42,0.43,4,0.972128,0.965,0.949468,0.946,0.864127,0.852,0.925341,0.919,0.684356,0.689,0.167889,0.234
0.42,0.43,5,0.983093,0.981,0.959094,0.959,0.915448,0.902,0.944598,0.938,0.787842,0.785,0.233206,0.289
0.42,0.43,6,0.989745,0.990,0.965763,0.968,0.958282,0.958,0.959434,0.955,0.858628,0.854,0.299328,0.354
0.42,0.43,7,0.993780,0.993,0.970607,0.970,0.982450,0.980,0.970639,0.968,0.906196,0.903,0.364079,0.399
0.42,0.43,8,0.996227,0.996,0.974265,0.968,0.993184,0.993,0.978959,0.974,0.937867,0.943,0.426019,0.450
0.35,0.61,1,0.771008,0.765,0.761359,0.760,0.629995,0.621,0.692355,0.706,0.104515,0.166,0.011941,0.047
0.35,0.61,2,0.861043,0.850,0.836719,0.832,0.646089,0.639,0.752965,0.746,0.289037,0.336,0.042125,0.092
0.35,0.61,3,0.915694,0.905,0.880349,0.876,0.683511,0.668,0.804616,0.786,0.463897,0.468,0.084008,0.136
0.35,0.61,4,0.948857,0.937,0.907276,0.893,0.754169,0.746,0.847360,0.842,0.605448,0.606,0.132904,0.181
0.35,0.61,5,0.968977,0.970,0.924939,0.927,0.847015,0.844,0.881907,0.866,0.712907,0.704,0.185445,0.227
0.35,0.61,6,0.981182,0.982,0.937177,0.934,0.924514,0.929,0.909317,0.892,0.792082,0.783,0.239240,0.282
0.35,0.61,7,0.988586,0.985,0.946065,0.945,0.968244,0.965,0.930759,0.912,0.849596,0.847,0.292621,0.318
0.35,0.61,8,0.993077,0.991,0.952778,0.945,0.987666,0.983,0.947354,0.933,0.891118,0.883,0.344465,0.369
0.41,0.32,1,0.831588,0.819,0.824491,0.803,0.727339,0.721,0.772794,0.758,0.116505,0.179,0.013828,0.053
0.41,0.32,2,0.897804,0.899,0.879915,0.864,0.739200,0.725,0.817048,0.806,0.312769,0.351,0.048544,0.103
0.41,0.32,3,0.937997,0.928,0.912002,0.903,0.766779,0.753,0.855027,0.840,0.491308,0.510,0.096153,0.154
0.41,0.32,4,0.962387,0.966,0.931806,0.923,0.818851,0.812,0.886765,0.882,0.631457,0.627,0.150911,0.210
0.41,0.32,5,0.977184,0.980,0.944796,0.952,0.887270,0.872,0.912665,0.901,0.735480,0.724,0.208776,0.261
0.41,0.32,6,0.986161,0.983,0.953797,0.953,0.944378,0.941,0.933368,0.922,0.810855,0.805,0.266993,0.300
0.41,0.32,7,0.991606,0.994,0.960333,0.953,0.976600,0.974,0.949625,0.950,0.864901,0.855,0.323757,0.360
0.41,0.32,8,0.994908,0.994,0.965270,0.964,0.990912,0.993,0.962203,0.960,0.903490,0.900,0.377958,0.413
0.29,0.99,1,0.837106,0.820,0.830257,0.821,0.737074,0.713,0.801137,0.779,0.098092,0.164,0.013881,0.054
0.29,0.99,2,0.897971,0.892,0.880204,0.881,0.748512,0.745,0.856159,0.847,0.228935,0.289,0.047214,0.101
0.29,0.99,3,0.932658,0.938,0.904722,0.907,0.775106,0.770,0.898135,0.893,0.326056,0.371,0.089567,0.153
0.29,0.99,4,0.950021,0.961,0.910146,0.931,0.825319,0.815,0.928915,0.926,0.392678,0.424,0.133830,0.191
0.29,0.99,5,0.954493,0.971,0.891683,0.950,0.891296,0.888,0.950842,0.947,0.438980,0.469,0.175918,0.234
0.29,0.99,6,0.947213,0.986,0.955791,0.950,0.946364,0.932,0.966151,0.957,0.472333,0.493,0.213953,0.268
0.29,0.99,7,0.926325,0.990,0.962045,0.961,0.977436,0.973,0.976701,0.976,0.497293,0.511,0.247424,0.300
0.29,0.99,8,0.995128,0.996,0.966769,0.958,0.991236,0.987,0.983917,0.984,0.516645,0.535,0.276541,0.321
0.22,0.50,1,0.745825,0.782,0.735553,0.768,0.610774,0.624,0.696384,0.722,0.100247,0.169,0.011358,0.047
0.22,0.50,2,0.843384,0.865,0.816722,0.819,0.626868,0.628,0.774158,0.784,0.279035,0.346,0.040136,0.094
0.22,0.50,3,0.904106,0.902,0.864704,0.884,0.664589,0.682,0.835961,0.848,0.449883,0.493,0.080228,0.140
0.22,0.50,4,0.941505,0.948,0.894678,0.910,0.736944,0.741,0.882733,0.898,0.589052,0.615,0.127264,0.190
0.22,0.50,5,0.964399,0.972,0.914490,0.917,0.834246,0.832,0.916896,0.926,0.695274,0.717,0.178072,0.243
0.22,0.50,6,0.978362,0.985,0.928285,0.941,0.917377,0.924,0.941259,0.955,0.774015,0.786,0.230359,0.296
0.22,0.50,7,0.986859,0.986,0.938340,0.942,0.965044,0.970,0.958375,0.980,0.831692,0.838,0.282486,0.327
0.22,0.50,8,0.992024,0.989,0.945954,0.951,0.986389,0.987,0.970307,0.979,0.873833,0.875,0.333311,0.379
0.34,0.03,1,0.630237,0.754,0.616459,0.741,0.447826,0.608,0.549501,0.678,0.069261,0.141,0.008311,0.044
0.34,0.03,2,0.765832,0.843,0.727946,0.821,0.467598,0.610,0.647117,0.720,0.184467,0.262,0.029096,0.088
0.34,0.03,3,0.854329,0.908,0.796559,0.878,0.515087,0.663,0.726471,0.775,0.288972,0.344,0.057410,0.125
0.34,0.03,4,0.910307,0.941,0.840393,0.904,0.610507,0.725,0.786658,0.837,0.372363,0.415,0.089686,0.166
0.34,0.03,5,0.945106,0.966,0.869762,0.912,0.747201,0.829,0.830320,0.858,0.436879,0.459,0.123435,0.196
0.34,0.03,6,0.966524,0.984,0.890395,0.937,0.871013,0.906,0.861226,0.897,0.486996,0.503,0.156994,0.238
0.34,0.03,7,0.979629,0.988,0.905527,0.946,0.944734,0.965,0.882856,0.912,0.526634,0.541,0.189314,0.254
0.34,0.03,8,0.987620,0.993,0.917038,0.945,0.978363,0.984,0.897928,0.937,0.558705,0.566,0.219789,0.270
