x_pv_1,x_pv_2,epsilon,pm_theo,pm_empirical,sw_theo,sw_empirical,krr_theo,krr_empirical,exp_theo,exp_empirical,laplace_theo,laplace_empirical,gaussian_theo,gaussian_empirical
0.36,0.85,2,0.879424,0.869,0.858317,0.851,0.692645,0.669,0.794470,0.780,0.263962,0.316,0.044407,0.094
0.36,0.85,3,0.926846,0.912,0.896175,0.891,0.725145,0.704,0.841183,0.822,0.408335,0.440,0.086475,0.141
0.36,0.85,4,0.955622,0.952,0.919541,0.910,0.786510,0.775,0.878913,0.866,0.524366,0.539,0.133143,0.187
0.36,0.85,5,0.973081,0.973,0.934868,0.928,0.867143,0.861,0.908680,0.900,0.615767,0.617,0.180601,0.236
0.36,0.85,6,0.983671,0.986,0.945487,0.942,0.934446,0.929,0.931729,0.919,0.687859,0.692,0.226612,0.275
0.36,0.85,7,0.990096,0.989,0.953199,0.947,0.972422,0.977,0.949317,0.938,0.745062,0.745,0.270023,0.317
0.36,0.85,8,0.993993,0.994,0.959024,0.959,0.989289,0.989,0.962582,0.952,0.790733,0.794,0.310379,0.338
0.44,0.19,1,0.772629,0.734,0.763884,0.745,0.629995,0.609,0.667334,0.645,0.096300,0.151,0.011947,0.046
0.44,0.19,2,0.862514,0.864,0.838447,0.840,0.646089,0.637,0.708913,0.694,0.252171,0.291,0.041528,0.088
0.44,0.19,3,0.916586,0.914,0.881615,0.878,0.683511,0.668,0.747724,0.746,0.393414,0.413,0.081153,0.132
0.44,0.19,4,0.949398,0.950,0.908257,0.894,0.754169,0.734,0.783238,0.776,0.508522,0.512,0.125431,0.176
0.44,0.19,5,0.969305,0.966,0.925733,0.928,0.847015,0.855,0.815139,0.798,0.600338,0.600,0.170796,0.218
0.44,0.19,6,0.981381,0.984,0.937842,0.931,0.924514,0.921,0.843328,0.837,0.673683,0.674,0.215075,0.252
0.44,0.19,7,0.988707,0.988,0.946635,0.941,0.968244,0.967,0.867893,0.838,0.732675,0.728,0.257081,0.284
0.44,0.19,8,0.993150,0.992,0.953277,0.957,0.987666,0.985,0.889054,0.879,0.780448,0.762,0.296282,0.335
0.43,0.50,1,0.796451,0.785,0.787874,0.769,0.668933,0.651,0.712916,0.711,0.110322,0.169,0.012744,0.048
0.43,0.50,2,0.876483,0.866,0.854861,0.833,0.683334,0.663,0.758660,0.739,0.301757,0.344,0.044948,0.097
0.43,0.50,3,0.925062,0.924,0.893643,0.890,0.716818,0.716,0.799737,0.769,0.479355,0.503,0.089599,0.147
0.43,0.50,4,0.954540,0.955,0.917579,0.908,0.780042,0.773,0.835735,0.788,0.619937,0.619,0.141653,0.192
0.43,0.50,5,0.972424,0.968,0.933279,0.933,0.863117,0.851,0.866606,0.844,0.724363,0.714,0.197462,0.241
0.43,0.50,6,0.983273,0.979,0.944157,0.939,0.932459,0.933,0.892584,0.873,0.799831,0.779,0.254412,0.289
0.43,0.50,7,0.989854,0.992,0.952057,0.945,0.971586,0.962,0.914099,0.896,0.853826,0.849,0.310672,0.340
0.43,0.50,8,0.993846,0.993,0.958025,0.948,0.988964,0.991,0.931686,0.910,0.892433,0.871,0.364994,0.385
0.29,0.27,1,0.670139,0.811,0.657666,0.804,0.503859,0.681,0.604493,0.746,0.086586,0.173,0.009441,0.050
0.29,0.27,2,0.792091,0.890,0.758153,0.871,0.522119,0.695,0.700221,0.819,0.249278,0.352,0.033487,0.100
0.29,0.27,3,0.871013,0.931,0.819548,0.902,0.565765,0.726,0.779376,0.872,0.413293,0.502,0.067302,0.157
0.29,0.27,4,0.920705,0.956,0.858616,0.923,0.652672,0.783,0.841168,0.912,0.553525,0.610,0.107464,0.209
0.29,0.27,5,0.951515,0.978,0.884729,0.937,0.775712,0.867,0.887356,0.945,0.665152,0.710,0.151483,0.247
0.29,0.27,6,0.970449,0.985,0.903048,0.945,0.886009,0.934,0.920819,0.963,0.750826,0.781,0.197527,0.299
0.29,0.27,7,0.982023,0.987,0.916468,0.950,0.951261,0.976,0.944552,0.965,0.815290,0.834,0.244246,0.348
0.29,0.27,8,0.989077,0.995,0.926669,0.965,0.980935,0.990,0.961160,0.981,0.863271,0.871,0.290654,0.385
0.39,0.70,1,0.762527,0.753,0.752520,0.753,0.610526,0.608,0.663443,0.629,0.099330,0.152,0.011650,0.046
0.39,0.70,2,0.855897,0.850,0.830672,0.819,0.627467,0.611,0.717739,0.726,0.270450,0.317,0.040888,0.087
0.39,0.70,3,0.912572,0.912,0.875917,0.877,0.666857,0.666,0.765899,0.754,0.431387,0.460,0.080972,0.138
0.39,0.70,4,0.946963,0.946,0.903842,0.900,0.741233,0.733,0.807627,0.781,0.563140,0.570,0.127079,0.179
0.39,0.70,5,0.967828,0.968,0.922159,0.923,0.838964,0.838,0.843092,0.839,0.665870,0.657,0.175841,0.226
0.39,0.70,6,0.980485,0.984,0.934850,0.929,0.920541,0.921,0.872769,0.856,0.744518,0.734,0.224988,0.257
0.39,0.70,7,0.988163,0.987,0.944067,0.938,0.966572,0.969,0.897301,0.892,0.804361,0.800,0.273057,0.311
0.39,0.70,8,0.992821,0.991,0.951029,0.950,0.987017,0.986,0.917388,0.903,0.849855,0.838,0.319167,0.358
0.36,0.78,1,0.819472,0.811,0.811865,0.793,0.707871,0.689,0.765530,0.751,0.109637,0.172,0.013410,0.052
0.36,0.78,2,0.890452,0.888,0.871276,0.854,0.720578,0.705,0.818747,0.813,0.289109,0.351,0.046765,0.101
0.36,0.78,3,0.933537,0.933,0.905672,0.901,0.750125,0.736,0.862336,0.846,0.451145,0.473,0.091795,0.156
0.36,0.78,4,0.959681,0.960,0.926900,0.919,0.805914,0.789,0.896967,0.884,0.580415,0.586,0.142608,0.201
0.36,0.78,5,0.975543,0.980,0.940825,0.935,0.879219,0.869,0.923807,0.911,0.679785,0.682,0.195233,0.248
0.36,0.78,6,0.985165,0.983,0.950473,0.951,0.940405,0.940,0.944199,0.934,0.755342,0.747,0.247165,0.304
0.36,0.78,7,0.991002,0.989,0.957479,0.952,0.974929,0.975,0.959450,0.953,0.812670,0.808,0.296948,0.337
0.36,0.78,8,0.994542,0.993,0.962772,0.955,0.990263,0.991,0.970715,0.961,0.856202,0.847,0.343842,0.378
0.41,0.41,1,0.652359,0.622,0.658779,0.651,0.542385,0.533,0.581967,0.563,0.089082,0.136,0.010253,0.038
0.41,0.41,2,0.808799,0.780,0.798707,0.796,0.562289,0.551,0.627185,0.615,0.245420,0.280,0.036130,0.079
0.41,0.41,3,0.896068,0.882,0.852493,0.831,0.608569,0.601,0.669507,0.659,0.393782,0.396,0.071940,0.119
0.41,0.41,4,0.936951,0.926,0.885690,0.879,0.695957,0.695,0.708440,0.681,0.515345,0.515,0.113592,0.159
0.41,0.41,5,0.961755,0.955,0.907465,0.895,0.810786,0.810,0.743743,0.724,0.609969,0.598,0.158153,0.207
0.41,0.41,6,0.976802,0.977,0.922551,0.917,0.906637,0.909,0.775389,0.753,0.682527,0.664,0.203545,0.235
0.41,0.41,7,0.985929,0.985,0.933508,0.928,0.960722,0.961,0.803504,0.774,0.738285,0.723,0.248337,0.272
0.41,0.41,8,0.991465,0.994,0.941784,0.937,0.984745,0.986,0.828319,0.804,0.781603,0.778,0.291576,0.313
0.42,0.17,1,0.870358,0.844,0.864896,0.849,0.785746,0.746,0.822921,0.794,0.117530,0.180,0.014976,0.056
0.42,0.17,2,0.921331,0.919,0.907560,0.899,0.795067,0.774,0.857995,0.842,0.300024,0.353,0.051924,0.114
0.42,0.17,3,0.952271,0.950,0.932261,0.931,0.816740,0.797,0.887396,0.884,0.457422,0.482,0.101109,0.166
0.42,0.17,4,0.971046,0.961,0.947505,0.941,0.857659,0.854,0.911484,0.917,0.579172,0.596,0.155623,0.218
0.42,0.17,5,0.982437,0.977,0.957505,0.960,0.911423,0.904,0.930818,0.925,0.671230,0.679,0.210946,0.266
0.42,0.17,6,0.989347,0.985,0.964433,0.962,0.956296,0.952,0.946063,0.952,0.740948,0.731,0.264385,0.310
0.42,0.17,7,0.993538,0.990,0.969465,0.965,0.981614,0.980,0.957916,0.967,0.794187,0.788,0.314522,0.355
0.42,0.17,8,0.996081,0.994,0.973266,0.968,0.992859,0.991,0.967037,0.971,0.835234,0.820,0.360777,0.394
0.29,0.71,1,0.871570,0.867,0.866158,0.849,0.785746,0.781,0.841007,0.837,0.122779,0.198,0.015061,0.059
0.29,0.71,2,0.922066,0.911,0.908424,0.909,0.795067,0.784,0.887152,0.879,0.321555,0.381,0.052632,0.116
0.29,0.71,3,0.952717,0.942,0.932894,0.928,0.816740,0.813,0.921564,0.923,0.496727,0.534,0.103584,0.175
0.29,0.71,4,0.971317,0.971,0.947996,0.945,0.857659,0.857,0.946240,0.951,0.631646,0.648,0.161359,0.227
0.29,0.71,5,0.982601,0.982,0.957902,0.954,0.911423,0.901,0.963425,0.965,0.731078,0.747,0.221435,0.283
0.29,0.71,6,0.989446,0.989,0.964766,0.965,0.956296,0.959,0.975151,0.977,0.803349,0.792,0.280846,0.330
0.29,0.71,7,0.993599,0.992,0.969750,0.967,0.981614,0.985,0.983053,0.990,0.855767,0.852,0.337779,0.382
0.29,0.71,8,0.996117,0.994,0.973515,0.970,0.992859,0.989,0.988349,0.991,0.893876,0.896,0.391226,0.430
0.45,0.14,1,0.548146,0.553,0.550175,0.534,0.503448,0.484,0.518817,0.512,0.072510,0.118,0.009447,0.035
0.45,0.14,2,0.611633,0.577,0.631175,0.618,0.525045,0.523,0.542108,0.533,0.182705,0.212,0.032601,0.073
0.45,0.14,3,0.703650,0.672,0.789032,0.754,0.575262,0.574,0.564803,0.556,0.277636,0.302,0.063074,0.105
0.45,0.14,4,0.847678,0.808,0.876368,0.880,0.670084,0.670,0.586817,0.563,0.353126,0.360,0.096361,0.131
0.45,0.14,5,0.958636,0.950,0.899919,0.899,0.794684,0.788,0.608066,0.579,0.413540,0.412,0.129597,0.170
0.45,0.14,6,0.974910,0.977,0.916236,0.913,0.898691,0.901,0.628481,0.612,0.463212,0.444,0.161161,0.194
0.45,0.14,7,0.984781,0.984,0.928086,0.925,0.957380,0.962,0.648019,0.632,0.505219,0.495,0.190284,0.214
0.45,0.14,8,0.990769,0.991,0.937037,0.933,0.983447,0.983,0.666664,0.643,0.541605,0.535,0.216735,0.244
0.31,0.57,1,0.789182,0.765,0.780299,0.757,0.659198,0.637,0.727897,0.730,0.109468,0.170,0.012518,0.047
0.31,0.57,2,0.872072,0.863,0.849678,0.832,0.674023,0.634,0.791324,0.770,0.301916,0.347,0.044189,0.096
0.31,0.57,3,0.922385,0.915,0.889845,0.880,0.708491,0.688,0.843013,0.814,0.482640,0.508,0.088196,0.144
0.31,0.57,4,0.952916,0.940,0.914635,0.906,0.773574,0.756,0.883667,0.878,0.626990,0.628,0.139653,0.193
0.31,0.57,5,0.971439,0.967,0.930896,0.920,0.859092,0.851,0.914767,0.903,0.734727,0.730,0.195027,0.242
0.31,0.57,6,0.982676,0.983,0.942163,0.936,0.930473,0.924,0.938064,0.934,0.812546,0.803,0.251784,0.293
0.31,0.57,7,0.989492,0.990,0.950345,0.936,0.970751,0.968,0.955249,0.945,0.867843,0.862,0.308136,0.332
0.31,0.57,8,0.993626,0.994,0.956525,0.956,0.988640,0.986,0.967788,0.962,0.906832,0.904,0.362859,0.381
0.33,0.49,1,0.794658,0.839,0.786460,0.832,0.682588,0.726,0.747631,0.804,0.113098,0.190,0.012910,0.053
0.33,0.49,2,0.872928,0.905,0.851467,0.881,0.695403,0.743,0.807407,0.848,0.312003,0.379,0.045624,0.105
0.33,0.49,3,0.921998,0.947,0.890127,0.913,0.725556,0.774,0.856277,0.895,0.498071,0.545,0.091206,0.167
0.33,0.49,4,0.952348,0.964,0.914363,0.939,0.783831,0.832,0.894778,0.919,0.645408,0.683,0.144684,0.216
0.33,0.49,5,0.970972,0.982,0.930415,0.950,0.863045,0.885,0.924185,0.940,0.753906,0.778,0.202440,0.291
0.33,0.49,6,0.982347,0.989,0.941609,0.958,0.931432,0.940,0.946081,0.964,0.830872,0.845,0.261843,0.331
0.33,0.49,7,0.989276,0.992,0.949775,0.964,0.970920,0.974,0.962050,0.974,0.884360,0.902,0.321004,0.385
0.33,0.49,8,0.993489,0.996,0.955964,0.965,0.988665,0.990,0.973507,0.984,0.921107,0.928,0.378595,0.442
0.36,0.20,1,0.727817,0.885,0.717167,0.867,0.585878,0.804,0.680741,0.853,0.096586,0.196,0.010964,0.057
0.36,0.20,2,0.830390,0.924,0.802109,0.919,0.602047,0.800,0.766261,0.890,0.268875,0.370,0.038728,0.116
0.36,0.20,3,0.895462,0.963,0.853134,0.933,0.640301,0.825,0.833488,0.922,0.434239,0.517,0.077368,0.172
0.36,0.20,4,0.935983,0.969,0.885301,0.949,0.715030,0.870,0.883418,0.944,0.570102,0.630,0.122643,0.231
0.36,0.20,5,0.960946,0.987,0.906680,0.968,0.818137,0.927,0.919004,0.963,0.675077,0.703,0.171486,0.283
0.36,0.20,6,0.976230,0.990,0.921622,0.963,0.908419,0.960,0.943676,0.976,0.754087,0.786,0.221689,0.331
0.36,0.20,7,0.985552,0.993,0.932541,0.968,0.961037,0.983,0.960505,0.985,0.812984,0.826,0.271686,0.379
0.36,0.20,8,0.991226,0.997,0.940825,0.976,0.984792,0.991,0.971905,0.986,0.856848,0.864,0.320395,0.424
0.41,0.89,1,0.825016,0.815,0.817658,0.802,0.717605,0.719,0.766281,0.752,0.104176,0.171,0.013577,0.052
0.41,0.89,2,0.890654,0.901,0.876459,0.872,0.729889,0.723,0.813026,0.804,0.261941,0.314,0.046810,0.099
0.41,0.89,3,0.936213,0.937,0.909470,0.901,0.758452,0.764,0.852659,0.830,0.396668,0.429,0.090461,0.152
0.41,0.89,4,0.961305,0.955,0.929844,0.921,0.812382,0.804,0.885411,0.863,0.502007,0.498,0.138058,0.196
0.41,0.89,5,0.976528,0.972,0.943208,0.947,0.883245,0.871,0.911896,0.902,0.583972,0.580,0.185534,0.241
0.41,0.89,6,0.985762,0.986,0.952467,0.945,0.942391,0.944,0.932923,0.925,0.648674,0.663,0.230641,0.279
0.41,0.89,7,0.991364,0.990,0.959192,0.954,0.975765,0.971,0.949358,0.941,0.700594,0.688,0.272356,0.315
0.41,0.89,8,0.994762,0.995,0.964271,0.957,0.990587,0.992,0.962033,0.951,0.742865,0.732,0.310404,0.351
0.40,0.35,1,0.763739,0.745,0.753783,0.746,0.620261,0.597,0.669275,0.658,0.100873,0.154,0.011700,0.045
0.40,0.35,2,0.856632,0.857,0.831535,0.824,0.636778,0.593,0.720469,0.688,0.276365,0.307,0.041167,0.088
0.40,0.35,3,0.913018,0.906,0.876550,0.866,0.675184,0.651,0.766487,0.737,0.441675,0.455,0.081804,0.132
0.40,0.35,4,0.947233,0.945,0.904333,0.905,0.747701,0.735,0.806893,0.772,0.576093,0.583,0.128882,0.181
0.40,0.35,5,0.967992,0.971,0.922556,0.924,0.842990,0.825,0.841658,0.819,0.679575,0.660,0.179043,0.221
0.40,0.35,6,0.980585,0.979,0.935183,0.934,0.922528,0.918,0.871065,0.834,0.757538,0.738,0.229959,0.268
0.40,0.35,7,0.988224,0.987,0.944352,0.932,0.967408,0.964,0.895593,0.876,0.815860,0.792,0.280064,0.307
0.40,0.35,8,0.992857,0.991,0.951278,0.943,0.987341,0.989,0.915822,0.895,0.859482,0.845,0.328355,0.345
0.51,0.91,1,0.517389,0.497,0.518120,0.509,0.503448,0.496,0.504373,0.483,0.068922,0.111,0.009531,0.036
0.51,0.91,2,0.536147,0.524,0.542437,0.513,0.525045,0.522,0.513010,0.501,0.164777,0.197,0.032635,0.075
0.51,0.91,3,0.568776,0.561,0.597610,0.569,0.575262,0.534,0.521048,0.512,0.239899,0.264,0.062456,0.105
0.51,0.91,4,0.616434,0.607,0.711098,0.664,0.670084,0.604,0.528651,0.522,0.294819,0.305,0.094217,0.137
0.51,0.91,5,0.693821,0.666,0.901110,0.848,0.794684,0.727,0.535955,0.520,0.335913,0.342,0.125008,0.166
0.51,0.91,6,0.820689,0.784,0.917233,0.876,0.898691,0.845,0.543053,0.541,0.368113,0.373,0.153324,0.188
0.51,0.91,7,0.984963,0.966,0.928942,0.884,0.957380,0.931,0.549998,0.535,0.394543,0.397,0.178587,0.214
0.51,0.91,8,0.990879,0.984,0.937786,0.905,0.983447,0.975,0.556820,0.545,0.417104,0.419,0.200761,0.225
0.61,0.47,1,0.671421,0.664,0.678644,0.656,0.678667,0.666,0.670185,0.654,0.102217,0.151,0.012845,0.051
0.61,0.47,2,0.713911,0.667,0.751356,0.703,0.692645,0.665,0.671598,0.645,0.261213,0.294,0.044843,0.098
0.61,0.47,3,0.811010,0.754,0.896175,0.862,0.725145,0.710,0.677070,0.633,0.394841,0.392,0.088105,0.143
0.61,0.47,4,0.955622,0.907,0.919541,0.925,0.786510,0.779,0.685963,0.645,0.493570,0.494,0.136899,0.191
0.61,0.47,5,0.973081,0.973,0.934868,0.935,0.867143,0.869,0.697518,0.648,0.564610,0.556,0.187221,0.233
0.61,0.47,6,0.983671,0.982,0.945487,0.939,0.934446,0.937,0.710968,0.679,0.616491,0.578,0.236412,0.276
0.61,0.47,7,0.990096,0.991,0.953199,0.953,0.972422,0.972,0.725621,0.676,0.655703,0.622,0.282826,0.314
0.61,0.47,8,0.993993,0.995,0.959024,0.954,0.989289,0.990,0.740896,0.691,0.686605,0.648,0.325551,0.342
0.49,0.97,1,0.531745,0.540,0.533079,0.554,0.522917,0.543,0.528969,0.542,0.066902,0.114,0.009688,0.039
0.49,0.97,2,0.558507,0.552,0.568689,0.586,0.543667,0.554,0.542939,0.544,0.153495,0.200,0.032894,0.076
0.49,0.97,3,0.599903,0.601,0.641253,0.652,0.591916,0.609,0.556730,0.556,0.216261,0.244,0.062240,0.108
0.49,0.97,4,0.665994,0.662,0.797183,0.797,0.683020,0.691,0.570385,0.566,0.259139,0.281,0.092684,0.135
0.49,0.97,5,0.772273,0.754,0.903096,0.904,0.802735,0.815,0.583920,0.544,0.289711,0.304,0.121339,0.164
0.49,0.97,6,0.975706,0.924,0.918895,0.918,0.902664,0.898,0.597314,0.590,0.313093,0.302,0.146887,0.193
0.49,0.97,7,0.985265,0.987,0.930369,0.934,0.959051,0.957,0.610523,0.584,0.332255,0.331,0.168989,0.209
0.49,0.97,8,0.991062,0.993,0.939036,0.937,0.984096,0.984,0.623495,0.580,0.348882,0.343,0.187826,0.222
0.61,0.79,1,0.631900,0.617,0.637458,0.632,0.649464,0.663,0.635325,0.635,0.091340,0.145,0.012323,0.049
0.61,0.79,2,0.648720,0.638,0.674754,0.653,0.664712,0.677,0.630715,0.621,0.222563,0.261,0.042452,0.094
0.61,0.79,3,0.703498,0.674,0.788815,0.739,0.700164,0.697,0.629739,0.613,0.327877,0.344,0.081906,0.140
0.61,0.79,4,0.810230,0.751,0.913654,0.913,0.767106,0.773,0.632142,0.602,0.405604,0.409,0.124655,0.177
0.61,0.79,5,0.971111,0.882,0.930102,0.928,0.855066,0.854,0.637453,0.610,0.463664,0.450,0.166833,0.215
0.61,0.79,6,0.982477,0.983,0.941498,0.943,0.928487,0.929,0.645098,0.620,0.508782,0.490,0.206242,0.250
0.61,0.79,7,0.989371,0.992,0.949774,0.942,0.969915,0.969,0.654501,0.613,0.545378,0.518,0.241850,0.276
0.61,0.79,8,0.993553,0.993,0.956026,0.953,0.988315,0.987,0.665137,0.623,0.576167,0.553,0.273370,0.305
0.32,0.63,1,0.819472,0.805,0.811865,0.796,0.707871,0.688,0.771102,0.764,0.115213,0.178,0.013460,0.051
0.32,0.63,2,0.890452,0.893,0.871276,0.873,0.720578,0.693,0.827883,0.816,0.312674,0.364,0.047376,0.104
0.32,0.63,3,0.933537,0.934,0.905672,0.902,0.750125,0.730,0.873165,0.867,0.494265,0.523,0.094177,0.154
0.32,0.63,4,0.959681,0.955,0.926900,0.926,0.805914,0.796,0.908022,0.891,0.637239,0.642,0.148425,0.204
0.32,0.63,5,0.975543,0.977,0.940825,0.937,0.879219,0.875,0.934112,0.917,0.742982,0.753,0.206237,0.252
0.32,0.63,6,0.985165,0.985,0.950473,0.949,0.940405,0.940,0.953223,0.939,0.818952,0.814,0.264900,0.310
0.32,0.63,7,0.991002,0.991,0.957479,0.959,0.974929,0.970,0.966998,0.959,0.872770,0.874,0.322566,0.372
0.32,0.63,8,0.994542,0.991,0.962772,0.960,0.990263,0.987,0.976812,0.980,0.910645,0.911,0.378036,0.405
0.27,0.60,1,0.836434,0.819,0.829542,0.823,0.737074,0.715,0.802287,0.787,0.118625,0.189,0.013992,0.054
0.27,0.60,2,0.900745,0.898,0.883370,0.855,0.748512,0.722,0.857994,0.845,0.319190,0.375,0.049219,0.107
0.27,0.60,3,0.939782,0.936,0.914535,0.913,0.775106,0.733,0.900234,0.879,0.500947,0.527,0.097749,0.163
0.27,0.60,4,0.963469,0.961,0.933769,0.932,0.825319,0.813,0.930947,0.919,0.642123,0.650,0.153868,0.217
0.27,0.60,5,0.977841,0.977,0.946385,0.944,0.891296,0.883,0.952590,0.955,0.745363,0.739,0.213488,0.271
0.27,0.60,6,0.986559,0.983,0.955126,0.944,0.946364,0.937,0.967514,0.969,0.818944,0.818,0.273746,0.324
0.27,0.60,7,0.991847,0.988,0.961475,0.963,0.977436,0.974,0.977667,0.981,0.870875,0.877,0.332701,0.379
0.27,0.60,8,0.995055,0.994,0.966270,0.967,0.991236,0.989,0.984528,0.986,0.907463,0.907,0.389095,0.423
0.39,0.59,1,0.804933,0.777,0.796713,0.794,0.678667,0.649,0.731743,0.719,0.112582,0.169,0.013010,0.049
0.39,0.59,2,0.881629,0.885,0.860909,0.860,0.692645,0.690,0.783550,0.768,0.307941,0.353,0.045869,0.095
0.39,0.59,3,0.928184,0.917,0.898075,0.898,0.725145,0.700,0.827999,0.810,0.489252,0.493,0.091395,0.148
0.39,0.59,4,0.956434,0.951,0.921013,0.915,0.786510,0.778,0.865111,0.844,0.632746,0.630,0.144428,0.199
0.39,0.59,5,0.973573,0.973,0.936059,0.930,0.867143,0.862,0.895385,0.886,0.739113,0.718,0.201254,0.249
0.39,0.59,6,0.983970,0.984,0.946484,0.945,0.934446,0.932,0.919605,0.911,0.815577,0.807,0.259229,0.299
0.39,0.59,7,0.990277,0.990,0.954055,0.952,0.972422,0.978,0.938675,0.931,0.869748,0.852,0.316516,0.344
0.39,0.59,8,0.994103,0.993,0.959773,0.958,0.989289,0.990,0.953499,0.941,0.907889,0.898,0.371877,0.404
0.38,0.45,1,0.818260,0.801,0.810602,0.804,0.707871,0.682,0.760748,0.739,0.116370,0.180,0.013435,0.050
0.38,0.45,2,0.889717,0.889,0.870412,0.860,0.720578,0.680,0.811005,0.801,0.318013,0.359,0.047400,0.105
0.38,0.45,3,0.933091,0.924,0.905038,0.897,0.750125,0.723,0.853257,0.831,0.504063,0.524,0.094535,0.154
0.38,0.45,4,0.959410,0.958,0.926410,0.924,0.805914,0.790,0.887765,0.883,0.649829,0.651,0.149547,0.207
0.38,0.45,5,0.975379,0.971,0.940428,0.939,0.879219,0.875,0.915254,0.895,0.756402,0.752,0.208604,0.260
0.38,0.45,6,0.985065,0.985,0.950140,0.953,0.940405,0.933,0.936696,0.930,0.831727,0.822,0.268955,0.307
0.38,0.45,7,0.990941,0.989,0.957194,0.953,0.974929,0.970,0.953131,0.948,0.884062,0.866,0.328661,0.358
0.38,0.45,8,0.994506,0.995,0.962522,0.962,0.990263,0.990,0.965551,0.964,0.920124,0.908,0.386396,0.409
0.37,0.97,1,0.692548,0.680,0.700643,0.684,0.542385,0.542,0.596343,0.600,0.075279,0.124,0.010129,0.040
0.37,0.97,2,0.824795,0.828,0.794290,0.799,0.562289,0.563,0.653324,0.642,0.184333,0.224,0.034622,0.076
0.37,0.97,3,0.888432,0.894,0.842180,0.854,0.608569,0.602,0.704503,0.700,0.274231,0.307,0.066138,0.113
0.37,0.97,4,0.923354,0.933,0.871961,0.882,0.695957,0.687,0.749536,0.731,0.343514,0.353,0.099638,0.146
0.37,0.97,5,0.938476,0.958,0.907465,0.910,0.810786,0.805,0.788564,0.780,0.397827,0.413,0.132156,0.174
0.37,0.97,6,0.976802,0.973,0.922551,0.923,0.906637,0.894,0.822018,0.809,0.441806,0.445,0.162245,0.207
0.37,0.97,7,0.985929,0.987,0.933508,0.933,0.960722,0.961,0.850468,0.837,0.478478,0.480,0.189423,0.234
0.37,0.97,8,0.991465,0.992,0.941784,0.937,0.984745,0.985,0.874527,0.860,0.509771,0.510,0.213738,0.247
0.44,0.99,1,0.618588,0.615,0.623591,0.617,0.542385,0.540,0.572887,0.578,0.071263,0.123,0.010068,0.040
0.44,0.99,2,0.733446,0.726,0.774346,0.784,0.562289,0.565,0.609681,0.617,0.167076,0.217,0.034213,0.079
0.44,0.99,3,0.896021,0.891,0.852400,0.848,0.608569,0.615,0.644541,0.628,0.239718,0.270,0.064825,0.116
0.44,0.99,4,0.936934,0.937,0.885634,0.882,0.695957,0.710,0.677214,0.657,0.291516,0.306,0.096725,0.143
0.44,0.99,5,0.961748,0.958,0.907428,0.906,0.810786,0.808,0.707576,0.694,0.329650,0.353,0.126959,0.183
0.44,0.99,6,0.976799,0.975,0.922526,0.924,0.906637,0.902,0.735583,0.721,0.359221,0.360,0.154187,0.196
0.44,0.99,7,0.985928,0.990,0.933489,0.932,0.960722,0.963,0.761259,0.742,0.383296,0.390,0.178065,0.216
0.44,0.99,8,0.991465,0.994,0.941770,0.932,0.984745,0.986,0.784677,0.770,0.403680,0.405,0.198771,0.236
0.36,0.43,1,0.661590,0.648,0.668399,0.646,0.513182,0.491,0.565511,0.558,0.086745,0.135,0.009764,0.038
0.36,0.43,2,0.819136,0.804,0.787476,0.771,0.534356,0.517,0.622146,0.608,0.243299,0.278,0.034488,0.075
0.36,0.43,3,0.890269,0.882,0.844263,0.831,0.583589,0.566,0.673699,0.658,0.395662,0.407,0.068894,0.112
0.36,0.43,4,0.933433,0.930,0.879312,0.879,0.676552,0.668,0.719650,0.688,0.522879,0.524,0.109208,0.152
0.36,0.43,5,0.959621,0.950,0.902302,0.903,0.798709,0.801,0.759961,0.745,0.623102,0.598,0.152706,0.186
0.36,0.43,6,0.975507,0.975,0.918230,0.911,0.900678,0.904,0.794919,0.756,0.700339,0.685,0.197432,0.235
0.36,0.43,7,0.985144,0.983,0.929798,0.929,0.958215,0.957,0.824994,0.816,0.759582,0.735,0.242006,0.266
0.36,0.43,8,0.990989,0.989,0.938536,0.935,0.983771,0.989,0.850737,0.822,0.805220,0.788,0.285477,0.306
0.33,0.58,1,0.792817,0.785,0.784086,0.773,0.659198,0.634,0.724487,0.710,0.110166,0.175,0.012631,0.048
0.33,0.58,2,0.874277,0.868,0.852269,0.841,0.674023,0.638,0.785639,0.779,0.303268,0.349,0.044570,0.094
0.33,0.58,3,0.923723,0.921,0.891744,0.902,0.708491,0.688,0.836186,0.814,0.484197,0.500,0.088908,0.145
0.33,0.58,4,0.953728,0.948,0.916107,0.909,0.773574,0.754,0.876612,0.862,0.628513,0.634,0.140692,0.193
0.33,0.58,5,0.971932,0.971,0.932088,0.929,0.859092,0.841,0.908107,0.903,0.736141,0.734,0.196349,0.245
0.33,0.58,6,0.982975,0.983,0.943160,0.950,0.930473,0.934,0.932149,0.926,0.813845,0.810,0.253323,0.290
0.33,0.58,7,0.989673,0.987,0.951201,0.954,0.970751,0.970,0.950221,0.951,0.869034,0.865,0.309825,0.332
0.33,0.58,8,0.993736,0.991,0.957275,0.954,0.988640,0.986,0.963650,0.957,0.907922,0.909,0.364633,0.387
0.41,0.82,1,0.611559,0.597,0.617592,0.613,0.522917,0.505,0.560952,0.568,0.078622,0.133,0.009738,0.037
0.41,0.82,2,0.743608,0.729,0.786252,0.767,0.543667,0.542,0.604645,0.591,0.206606,0.251,0.033825,0.077
