epsilon,pm_theo,pm_empirical,exp_theo,exp_empirical,krr_theo,krr_empirical
7,0.473807,0.996,0.017040,0.900,0.025418,0.893,0.100927,0.963
8,0.681135,0.998,0.028865,0.918,0.072281,0.945,0.441287,0.995
9,1.000000,0.998,0.043364,0.940,0.149398,0.977,1.000000,0.998
10,1.000000,0.999,0.059921,0.946,0.247534,0.985,1.000000,1.000
